id,image_slot,author,poem_title,category,mood,stanza,source,license
LS001,image_001,Percy Bysshe Shelley,,Love & Separation,Romantic,"But my heart has a music which Echo’s lips,
Though tender and true, yet can answer not,
And the shadow that moves in the soul’s eclipse                      _10
Can return not the kiss by his now forgot;
Sweet lips! he who hath
On my desolate path
Cast the darkness of absence, worse than death!",https://www.gutenberg.org/ebooks/4800,Public domain / CC0 dataset
LS002,image_002,William Wordsworth,,Love & Separation,Romantic,"His father said, that to a distant town
He must repair, to ply the artist’s trade.
What tears of bitter grief till then unknown!
What tender vows our last sad kiss delayed!
To him we turned:--we had no other aid.
Like one revived, upon his neck I wept,
And her whom he had loved in joy, he said
He well could love in grief: his faith he kept;
And in a quiet home once more my father slept.",https://www.gutenberg.org/ebooks/9622,Public domain / CC0 dataset
LS003,image_003,Percy Bysshe Shelley,,Love & Separation,Romantic,"2.
I can give not what men call love,
But wilt thou accept not                                             _10
The worship the heart lifts above
And the Heavens reject not,—
The desire of the moth for the star,
Of the night for the morrow,
The devotion to something afar                                       _15
From the sphere of our sorrow?",https://www.gutenberg.org/ebooks/4800,Public domain / CC0 dataset
LS004,image_004,Percy Bysshe Shelley,FRAGMENT: SUPPOSED TO BE AN EPITHALAMIUM OF FRANCIS RAVAILLAC,Love & Separation,Romantic,"FRANCIS:
‘Soft, my dearest angel, stay,
Oh! you suck my soul away;
Suck on, suck on, I glow, I glow!
Tides of maddening passion roll,                                     _85
And streams of rapture drown my soul.
Now give me one more billing kiss,
Let your lips now repeat the bliss,
Endless kisses steal my breath,
No life can equal such a death.’                                     _90",https://www.gutenberg.org/ebooks/4800,Public domain / CC0 dataset
LS005,image_005,Percy Bysshe Shelley,,Love & Separation,Romantic,"6.
She would have clasped me to her glowing frame;                      _4270
Those warm and odorous lips might soon have shed
On mine the fragrance and the invisible flame
Which now the cold winds stole;—she would have laid
Upon my languid heart her dearest head;
I might have heard her voice, tender and sweet;                      _4275
Her eyes, mingling with mine, might soon have fed
My soul with their own joy.—One moment yet
I gazed—we parted then, never again to meet!",https://www.gutenberg.org/ebooks/4800,Public domain / CC0 dataset
LS006,image_006,Percy Bysshe Shelley,FRAGMENT: SUPPOSED TO BE AN EPITHALAMIUM OF FRANCIS RAVAILLAC,Love & Separation,Romantic,"Yes, Francis! thine was the dear knife that tore
A tyrant’s heart-strings from his guilty breast,
Thine was the daring at a tyrant’s gore,
To smile in triumph, to contemn the rest;
And thine, loved glory of thy sex! to tear                           _55
From its base shrine a despot’s haughty soul,
To laugh at sorrow in secure despair,
To mock, with smiles, life’s lingering control,
And triumph mid the griefs that round thy fate did roll.",https://www.gutenberg.org/ebooks/4800,Public domain / CC0 dataset
LS007,image_007,Edgar Allan Poe,Kind solace in a dying hour!,Love & Separation,Romantic,"O, human love! thou spirit given,
On Earth, of all we hope in Heaven!
Which fall’st into the soul like rain
Upon the Siroc-withered plain,
And, failing in thy power to bless,
But leav’st the heart a wilderness!
Idea! which bindest life around
With music of so strange a sound
And beauty of so wild a birth—
Farewell! for I have won the Earth.",https://www.gutenberg.org/ebooks/76996,Public domain / CC0 dataset
LS008,image_008,William Blake,,Love & Separation,Romantic,"But he that loves the lowly, pours his oil upon my head
And kisses me, and binds his nuptial bands around my breast.
And says; Thou mother of my children, I have loved thee
And I have given thee a crown that none can take away.
But how this is sweet maid, I know not, and I cannot know
I ponder, and I cannot ponder; yet I live and love.",https://www.gutenberg.org/ebooks/574,Public domain / CC0 dataset
LS009,image_009,H. W. Longfellow,II,Love & Separation,Romantic,"""Who knows? perhaps I am forsaken!
Ah! woe is me! then bear me to my grave!
O God! what thoughts within me waken!
Away! he will return!  I do but rave!
He will return!  I need not fear!
He swore it by our Saviour dear;
He could not come at his own will;
Is weary, or perhaps is ill!
Perhaps his heart, in this disguise,
Prepares for me some sweet surprise!
But some one comes!  Though blind, my heart can see!
And that deceives me not! 't is he! 't is he!""",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
LS010,image_010,Samuel Taylor Coleridge,,Love & Separation,Romantic,"How yon sweet Child my Bosom's grief beguiles
With soul-subduing Eloquence of smiles!
Ah lovely Babe! in thee myself I scan--
Thou weepest! sure those Tears proclaim thee Man!
And now some glitt'ring Toy arrests thine eye,
And to quick laughter turns the peevish cry.
Poor Stumbler on the rocky coast of Woe,
Tutor'd by Pain the source of Pain to know!
Alike the foodful Fruit and scorching Fire
Awake thy eager grasp and young desire;
Alike the Good, the Ill thy aching sight
Scare with the keen Emotions of Affright!",https://www.gutenberg.org/ebooks/29090,Public domain / CC0 dataset
LS011,image_011,Samuel Taylor Coleridge,Hast thou a charm to stay the morning-star,Love & Separation,Romantic,"Awake, my soul! not only passive praise
Thou owest! not alone these swelling tears,                         25
Mute thanks and secret ecstasy! Awake,
Voice of sweet song! Awake, my heart, awake!
Green vales and icy cliffs, all join my Hymn.",https://www.gutenberg.org/ebooks/29090,Public domain / CC0 dataset
LS012,image_012,Christina Rossetti,,Love & Separation,Romantic,"I wonder if the spring-tide of this year
Will bring another Spring both lost and dear;
If heart and spirit will find out their Spring,
Or if the world alone will bud and sing:
Sing, hope, to me!
Sweet notes, my hope, soft notes for memory.",https://www.gutenberg.org/ebooks/19188,Public domain / CC0 dataset
LS013,image_013,Christina Rossetti,,Love & Separation,Romantic,"I wonder if the springtide of this year
Will bring another Spring both lost and dear;
If heart and spirit will find out their Spring,
Or if the world alone will bud and sing:                           10
Sing, hope, to me;
Sweet notes, my hope, soft notes for memory.",https://www.gutenberg.org/ebooks/16950,Public domain / CC0 dataset
LS014,image_014,H. W. Longfellow,AT LA CHAUDEAU,Love & Separation,Romantic,"At La Chaudeau nor heart nor brain
Ever grows old with grief and pain;
A sweet remembrance keeps off age;
A tender friendship doth still assuage
The burden of sorrow that one may know
At La Chaudeau.",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
LS015,image_015,Percy Bysshe Shelley,,Love & Separation,Romantic,"Thy look of love has power to calm
The stormiest passion of my soul;
Thy gentle words are drops of balm
In life’s too bitter bowl;
No grief is mine, but that alone                                     _5
These choicest blessings I have known.",https://www.gutenberg.org/ebooks/4800,Public domain / CC0 dataset
LS016,image_016,Walt Whitman,Behold This Swarthy Face,Love & Separation,Romantic,"Behold this swarthy face, these gray eyes,
This beard, the white wool unclipt upon my neck,
My brown hands and the silent manner of me without charm;
Yet comes one a Manhattanese and ever at parting kisses me lightly
on the lips with robust love,
And I on the crossing of the street or on the ship’s deck give a
kiss in return,
We observe that salute of American comrades land and sea,
We are those two natural and nonchalant persons.",https://www.gutenberg.org/ebooks/1322,Public domain / CC0 dataset
LS017,image_017,William Wordsworth,,Love & Separation,Romantic,"The tears into his eyes were brought,
And thanks and praises seemed to run
So fast out of his heart, I thought
They never would have done.
--I’ve heard of hearts unkind, kind deeds
With coldness still returning.
Alas! the gratitude of men
Has oftner left me mourning.",https://www.gutenberg.org/ebooks/9622,Public domain / CC0 dataset
LS018,image_018,William Blake,,Love & Separation,Romantic,"The daughter of beauty wip'd her pitying tears with her white veil,
And said, Alas!  I knew not this, and therefore did I weep:
That God would love a Worm I knew, and punish the evil foot
That wilful bruis'd its helpless form: but that he cherish'd it
With milk and oil I never knew, and therefore did I weep,
And I complaind in the mild air, because I fade away.
And lay me down in thy cold bed, and leave my shining lot.",https://www.gutenberg.org/ebooks/574,Public domain / CC0 dataset
LS019,image_019,Christina Rossetti,,Love & Separation,Romantic,"I have no wit, no words, no tears;
My heart within me like a stone
Is numbed too much for hopes or fears;
Look right, look left, I dwell alone;
I lift mine eyes, but dimmed with grief
No everlasting hills I see;
My life is in the falling leaf:
O Jesus, quicken me!",https://www.gutenberg.org/ebooks/19188,Public domain / CC0 dataset
LS020,image_020,Christina Rossetti,,Love & Separation,Romantic,"I have no wit, no words, no tears;
My heart within me like a stone
Is numbed too much for hopes or fears.
Look right, look left, I dwell alone;
I lift mine eyes, but dimmed with grief
No everlasting hills I see;
My life is in the falling leaf:
O Jesus, quicken me.",https://www.gutenberg.org/ebooks/16950,Public domain / CC0 dataset
LS021,image_021,Walt Whitman,Out of the Rolling Ocean the Crowd,Love & Separation,Romantic,"Now we have met, we have look’d, we are safe,
Return in peace to the ocean my love,
I too am part of that ocean my love, we are not so much separated,
Behold the great rondure, the cohesion of all, how perfect!
But as for me, for you, the irresistible sea is to separate us,
As for an hour carrying us diverse, yet cannot carry us diverse forever;
Be not impatient--a little space--know you I salute the air, the
ocean and the land,
Every day at sundown for your dear sake my love.",https://www.gutenberg.org/ebooks/1322,Public domain / CC0 dataset
LS022,image_022,Samuel Taylor Coleridge,,Love & Separation,Romantic,"_Alvar._                      O joy unutterable!
But hark! a sound as of removing bars
At the dungeon's outer door. A brief, brief while
Conceal thyself, my love! It is Ordonio.
For the honour of our race, for our dear father;
O for himself too (he is still my brother)
Let me recall him to his nobler nature,
That he may wake as from a dream of murder!
O let me reconcile him to himself,
Open the sacred source of penitent tears,
And be once more his own beloved Alvar.",https://www.gutenberg.org/ebooks/29090,Public domain / CC0 dataset
LS023,image_023,Samuel Taylor Coleridge,SCENE I,Love & Separation,Romantic,"_Alvar._                      O joy unutterable!
But hark! a sound as of removing bars
At the dungeon's outer door. A brief, brief while                   90
Conceal thyself, my love! It is Ordonio.
For the honour of our race, for our dear father;
O for himself too (he is still my brother)
Let me recall him to his nobler nature,
That he may wake as from a dream of murder!                         95
O let me reconcile him to himself,
Open the sacred source of penitent tears,
And be once more his own beloved Alvar.",https://www.gutenberg.org/ebooks/29090,Public domain / CC0 dataset
LS024,image_024,H. W. Longfellow,,Love & Separation,Romantic,"ENDICOTT.
O lost, O loved! wilt thou return no more?
O loved and lost, and loved the more when lost!
How many men are dragged into their graves
By their rebellious children!  I now feel
The agony of a father's breaking heart
In David's cry, ""O Absalom, my son!""",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
LS025,image_025,H. W. Longfellow,"SCENE IV. -- PRECIOSA'S chamber.  She is sitting, with a book in",Love & Separation,Romantic,"Lara.         I swear to you,
I would not harm you; I would only love you.
I would not take your honor, but restore it,
And in return I ask but some slight mark
Of your affection.  If indeed you love me,
As you confess you do, O let me thus
With this embrace--",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
LS026,image_026,Samuel Taylor Coleridge,Nor travels my meandering eye,Love & Separation,Romantic,"O mark those smiling tears, that swell
The open'd rose! From heaven they fell,
And with the sun-beam blend.
Blest visitations from above,                                       70
Such are the tender woes of Love
Fostering the heart they bend!",https://www.gutenberg.org/ebooks/29090,Public domain / CC0 dataset
LS027,image_027,H. W. Longfellow,,Love & Separation,Romantic,"VITTORIA.
Come to my arms and to my heart once more;
My soul goes out to meet you and embrace you,
For we are of the sisterhood of sorrow.
I know what you have suffered.",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
LS028,image_028,H. W. Longfellow,,Love & Separation,Romantic,"Something the heart must have to cherish,
Must love and joy and sorrow learn,
Something with passion clasp or perish,
And in itself to ashes burn.",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
LS029,image_029,H. W. Longfellow,THE STUDENT’S TALE,Love & Separation,Romantic,"The one, close-hooded, had the attractive grace
Which sorrow sometimes lends a woman’s face;
Her dark eyes moistened with the mists that roll
From the gulf-stream of passion in the soul;
The other with her hood thrown back, her hair
Making a golden glory in the air,
Her cheeks suffused with an auroral blush,
Her young heart singing louder than the thrush.
So walked, that morn, through mingled light and shade,
Each by the other’s presence lovelier made,
Monna Giovanna and her bosom friend,
Intent upon their errand and its end.",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
LS030,image_030,H. W. Longfellow,THE STUDENT’S TALE,Love & Separation,Romantic,"Ser Federigo listens, and replies,
With tears of love and pity in his eyes:
“Alas, dear lady! there can be no task
So sweet to me, as giving when you ask.
One little hour ago, if I had known
This wish of yours, it would have been my own.
But thinking in what manner I could best
Do honor to the presence of my guest,
I deemed that nothing worthier could be
Than what most dear and precious was to me,
And so my gallant falcon breathed his last
To furnish forth this morning our repast.”",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
LS031,image_031,Samuel Taylor Coleridge,,Love & Separation,Romantic,"_Robespierre._      Most unworthy wish!
He, whose heart sickens at the blood of traitors,                  100
Would be himself a traitor, were he not
A coward! 'Tis congenial souls alone
Shed tears of sorrow for each other's fate.
O thou art brave, my brother! and thine eye
Full firmly shines amid the groaning battle--                      105
Yet in thine heart the woman-form of pity
Asserts too large a share, an ill-timed guest!
There is unsoundness in the state--To-morrow
Shall see it cleans'd by wholesome massacre!",https://www.gutenberg.org/ebooks/29090,Public domain / CC0 dataset
LS032,image_032,Walt Whitman,Old Ireland,Love & Separation,Romantic,"Far hence amid an isle of wondrous beauty,
Crouching over a grave an ancient sorrowful mother,
Once a queen, now lean and tatter’d seated on the ground,
Her old white hair drooping dishevel’d round her shoulders,
At her feet fallen an unused royal harp,
Long silent, she too long silent, mourning her shrouded hope and heir,
Of all the earth her heart most full of sorrow because most full of love.",https://www.gutenberg.org/ebooks/1322,Public domain / CC0 dataset
LS033,image_033,Walt Whitman,So Long!,Love & Separation,Romantic,"Dear friend whoever you are take this kiss,
I give it especially to you, do not forget me,
I feel like one who has done work for the day to retire awhile,
I receive now again of my many translations, from my avataras
ascending, while others doubtless await me,
An unknown sphere more real than I dream’d, more direct, darts
awakening rays about me, So long!
Remember my words, I may again return,
I love you, I depart from materials,
I am as one disembodied, triumphant, dead.",https://www.gutenberg.org/ebooks/1322,Public domain / CC0 dataset
LS034,image_034,H. W. Longfellow,SCENE V. -- The Gypsy camp in the forest.  Night.  Gypsies,Love & Separation,Romantic,"Hyp.                      So farewell,
The student's wandering life!  Sweet serenades,
Sung under ladies' windows in the night,
And all that makes vacation beautiful!
To you, ye cloistered shades of Alcala,
To you, ye radiant visions of romance,
Written in books, but here surpassed by truth,
The Bachelor Hypolito returns,
And leaves the Gypsy with the Spanish Student.",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
LS035,image_035,H. W. Longfellow,THE NEIGHBORING NUNNERY,Love & Separation,Romantic,"IRMINGARD.
The night is silent, the wind is still,
The moon is looking from yonder hill
Down upon convent, and grove, and garden;
The clouds have passed away from her face,
Leaving behind them no sorrowful trace,
Only the tender and quiet grace
Of one whose heart has been healed with pardon!",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
LS036,image_036,H. W. Longfellow,VII,Love & Separation,Romantic,"MONK.
The yearning of my heart, my sole desire,
That like the sheaf of Joseph stands up right,
While all the others bend and bow to it;
The passion that torments me, and that breathes
New meaning into the dead forms of prayer,
Is that with mortal eyes I may behold
The Eternal City.",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
LS037,image_037,John Keats,,Love & Separation,Romantic,"At length burst in the argent revelry,
With plume, tiara, and all rich array,
Numerous as shadows haunting fairily
The brain, new stuff'd, in youth, with triumphs gay        40
Of old romance. These let us wish away,
And turn, sole-thoughted, to one Lady there,
Whose heart had brooded, all that wintry day,
On love, and wing'd St. Agnes' saintly care,
As she had heard old dames full many times declare.",https://www.gutenberg.org/ebooks/23684,Public domain / CC0 dataset
LS038,image_038,Robert Browning,A PRETTY WOMAN,Love & Separation,Romantic,"Or else kiss away one's soul on her?
Your love-fancies!
--A sick man sees
Truer, when his hot eyes roll on her!                                        60",https://www.gutenberg.org/ebooks/16376,Public domain / CC0 dataset
LS039,image_039,Samuel Taylor Coleridge,,Love & Separation,Romantic,"[13 foll.] _Treacherous Fiend!_ guilt deep as thine could not be, yet
the love of kind not extinguished. But if having done what thou hast
done, thou hadst yet the heart of man within thee, and the yearning of
the soul for its answering image and completing counterpart, O spirit,
desperately wicked! the sentence thou counsellest had been thy own!
1828.",https://www.gutenberg.org/ebooks/29090,Public domain / CC0 dataset
LS040,image_040,Samuel Taylor Coleridge,52,Love & Separation,Romantic,"I stand alone, nor tho' my heart should break,
Have I, to whom I may complain or speak.
Here I stand, a hopeless man and sad,
Who hoped to have seen my Love, my Life.
And strange it were indeed, could I be glad
Remembering her, my soul's betrothéd wife.
For in this world no creature that has life
Was e'er to me so gracious and so good.
Her loss is to my Heart, like the Heart's blood.",https://www.gutenberg.org/ebooks/29090,Public domain / CC0 dataset
LS041,image_041,Sara Teasdale,Until I lose my soul and lie,Love & Separation,Romantic,"Until my heart is quenched at length
And I have left the land of men,
Oh, let me love with all my strength
Careless if I am loved again.",https://www.gutenberg.org/ebooks/442,Public domain / CC0 dataset
LS042,image_042,Walt Whitman,Out of the Cradle Endlessly Rocking,Love & Separation,Romantic,"O you singer solitary, singing by yourself, projecting me,
O solitary me listening, never more shall I cease perpetuating you,
Never more shall I escape, never more the reverberations,
Never more the cries of unsatisfied love be absent from me,
Never again leave me to be the peaceful child I was before what
there in the night,
By the sea under the yellow and sagging moon,
The messenger there arous’d, the fire, the sweet hell within,
The unknown want, the destiny of me.",https://www.gutenberg.org/ebooks/1322,Public domain / CC0 dataset
LS043,image_043,William Wordsworth,,Love & Separation,Romantic,"Can I forget that miserable hour,
When from the last hill-top, my sire surveyed,
Peering above the trees, the steeple tower,
That on his marriage-day sweet music made?
Till then he hoped his bones might there be laid,
Close by my mother in their native bowers:
Bidding me trust in God, he stood and prayed,--
I could not pray:--through tears that fell in showers,
Glimmer’d our dear-loved home, alas! no longer ours!",https://www.gutenberg.org/ebooks/9622,Public domain / CC0 dataset
LS044,image_044,Edgar Allan Poe,,Love & Separation,Romantic,"Of what in other worlds shall be—and given
In beauty by our God, to those alone
Who otherwise would fall from life and Heaven,
Drawn by their heart’s passion, and that tone,
That high tone of the spirit, which hath striven
Though not with Faith—with godliness—whose throne
With desperate energy ’t hath beaten down;
Wearing its own deep feeling as a crown.",https://www.gutenberg.org/ebooks/76996,Public domain / CC0 dataset
LS045,image_045,H. W. Longfellow,IX,Love & Separation,Romantic,"Too late! too late!  I shall not see Him more
Among the living.  That sweet, patient face
Will never more rebuke me, nor those lips
Repeat the words: One of you shall betray me!
It stung me into madness.  How I loved,
Yet hated Him: But in the other world!
I will be there before Him, and will wait
Until he comes, and fall down on my knees
And kiss his feet, imploring pardon, pardon!",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
LS046,image_046,H. W. Longfellow,SUNDOWN,Love & Separation,Romantic,"O beautiful, awful summer day,
What hast thou given, what taken away?
Life and death, and love and hate,
Homes made happy or desolate,
Hearts made sad or gay!",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
LS047,image_047,John Keats,,Love & Separation,Romantic,"Heard melodies are sweet, but those unheard
Are sweeter; therefore, ye soft pipes, play on;
Not to the sensual ear, but, more endear'd,
Pipe to the spirit ditties of no tone:
Fair youth, beneath the trees, thou canst not leave
Thy song, nor ever can those trees be bare;
Bold Lover, never, never canst thou kiss,
Though winning near the goal--yet, do not grieve;
She cannot fade, though thou hast not thy bliss,
For ever wilt thou love, and she be fair!                20",https://www.gutenberg.org/ebooks/23684,Public domain / CC0 dataset
LS048,image_048,Samuel Taylor Coleridge,SCENE VI,Love & Separation,Romantic,"Her bosom is swelling with sorrow;
The world it is empty, the heart will die,
There's nothing to wish for beneath the sky:                   30
Thou Holy One, call thy child away!
I've lived and loved, and that was to-day--
Make ready my grave-clothes to-morrow.[653:1]",https://www.gutenberg.org/ebooks/29090,Public domain / CC0 dataset
LS049,image_049,Thomas Hardy,"’TWAS a death-bed summons, and forth I went",Love & Separation,Romantic,"A smarter grief within me wrought
Than even at loss of her so dear;
Dead the being whose soul my soul suffused,
Her child ill-used,
I helpless to interfere!",https://www.gutenberg.org/ebooks/3167,Public domain / CC0 dataset
LS050,image_050,Walt Whitman,Crossing Brooklyn Ferry,Love & Separation,Romantic,"You have waited, you always wait, you dumb, beautiful ministers,
We receive you with free sense at last, and are insatiate henceforward,
Not you any more shall be able to foil us, or withhold yourselves from us,
We use you, and do not cast you aside--we plant you permanently within us,
We fathom you not--we love you--there is perfection in you also,
You furnish your parts toward eternity,
Great or small, you furnish your parts toward the soul.",https://www.gutenberg.org/ebooks/1322,Public domain / CC0 dataset
LS051,image_051,Christina Rossetti,"The mystery of Life, the mystery",Love & Separation,Romantic,"As a Dove,
Not alone,
In a world of her own
Full of fluttering soft noises
And tender sweet voices
Of love.",https://www.gutenberg.org/ebooks/19188,Public domain / CC0 dataset
LS052,image_052,H. W. Longfellow,CADENABBIA,Love & Separation,Romantic,"Sweet vision!  Do not fade away;
Linger until my heart shall take
Into itself the summer day,
And all the beauty of the lake.",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
LS053,image_053,John Keats,,Love & Separation,Romantic,"""Ah, Porphyro!"" said she, ""but even now
Thy voice was at sweet tremble in mine ear,
Made tuneable with every sweetest vow;
And those sad eyes were spiritual and clear:              310
How chang'd thou art! how pallid, chill, and drear!
Give me that voice again, my Porphyro,
Those looks immortal, those complainings dear!
Oh leave me not in this eternal woe,
For if thou diest, my Love, I know not where to go.""",https://www.gutenberg.org/ebooks/23684,Public domain / CC0 dataset
LS054,image_054,John Keats,,Love & Separation,Romantic,"Fade far away, dissolve, and quite forget
What thou among the leaves hast never known,
The weariness, the fever, and the fret
Here, where men sit and hear each other groan;
Where palsy shakes a few, sad, last gray hairs,
Where youth grows pale, and spectre-thin, and dies;
Where but to think is to be full of sorrow
And leaden-eyed despairs,
Where Beauty cannot keep her lustrous eyes,
Or new Love pine at them beyond to-morrow.               30",https://www.gutenberg.org/ebooks/23684,Public domain / CC0 dataset
LS055,image_055,Samuel Taylor Coleridge,SCENE III,Love & Separation,Romantic,"_Wallenstein._ Give her sorrow leave to talk!
Let her complain--mingle your tears with hers,                      20
For she hath suffered a deep anguish; but
She'll rise superior to it, for my Thekla
Hath all her father's unsubdued heart.",https://www.gutenberg.org/ebooks/29090,Public domain / CC0 dataset
